Name,plot_no,biomass_tf,Shape_Area,2010sum,2010mean,2010median,2017count,2017sum,2017mean,2018count,2018sum,2018mean,agb18count,agb18sum,agb18mean
Deluge,"15","1",2.00121364817,1.846293479204178,0.052751242262977,0.052547696977854,35.000000000000000,2.442238662391901,0.069778247496911,35.000000000000000,1.996323641389608,0.057037818325417,35,2075.67074012756,59.304878289359
3Deluger,"17","1",0.70132041020,0.571373056620359,0.043951773586181,0.037352982908487,13.000000000000000,0.717666221782565,0.055205093983274,13.000000000000000,0.648253478109837,0.049865652162295,13,683.990840911865,52.6146800701435
Malerish,"28","1",0.50976977170,0.421473167836666,0.046830351981852,0.045528829097748,9.000000000000000,0.628134790807962,0.069792754534218,9.000000000000000,0.462331669405103,0.051370185489456,9,486.162975311279,54.0181083679199
Plot2No_biomass,"2","0",1.07266912544,0.028866269858554,0.001519277360977,0.001521609490737,19.000000000000000,0.030491459299810,0.001604813647358,19.000000000000000,0.005444822920254,0.000286569627382,11,72.1789307594299,6.56172097812999
Plot3No_biomass,"3","0",1.02311948925,0.027693702199031,0.001538539011057,0.001566573453601,18.000000000000000,0.031747971137520,0.001763776174307,18.000000000000000,0.027532249398064,0.001529569411004,18,135.482083797455,7.52678243319194
Plot4No_biomass,"4","0",1.02677004456,0.028176776308101,0.001565376461561,0.001549475477077,18.000000000000000,0.030557956924895,0.001697664273605,18.000000000000000,0.008880922483513,0.000493384582417,14,93.6841249465942,6.69172321047102
Plot5No_biomass,"5","0",1.01218161824,0.028797556878999,0.001599864271055,0.001732824835926,18.000000000000000,0.012160521204351,0.000675584511353,18.000000000000000,0.012621789035620,0.000701210501979,14,97.17360496521,6.94097178322928
Plot6No_biomass,"6","0",0.93154034396,0.116833966108970,0.007788931073931,0.005214352160692,15.000000000000000,0.122639274923131,0.008175951661542,15.000000000000000,0.027825754892547,0.001855050326170,15,117.455864906311,7.83039099375407
Plot7No_biomass,"7","0",1.16950557971,0.197053410112858,0.009852670505643,0.009788429830223,20.000000000000000,0.067807971499860,0.003390398574993,20.000000000000000,0.344423603266478,0.017221180163324,20,443.278342247009,22.1639171123505
Plot8No_biomass,"8","0",0.52166193679,0.093679806683213,0.010408867409246,0.010537461377680,9.000000000000000,0.039927270729095,0.004436363414344,9.000000000000000,0.143293766304851,0.015921529589428,9,188.564421653748,20.951602405972
Plot_1Nobiomass,"1","0",1.12376434075,0.116171727888286,0.006114301467805,0.003553237067536,19.000000000000000,0.096335427951999,0.005070285681684,19.000000000000000,0.021910016221227,0.001153158748486,19,136.337663173676,7.17566648282503
