species_binomial,by_spec_grav,family,genus,species,species_abbr,wd_avg,all_names
casearia nitida,,Flacourtiaceae,Casearia,nitida,nitida,,casearia piquant-vada
casearia nitida,,Flacourtiaceae,Casearia,nitida,nitida,,piquant vada
casearia spp.,0.7,Flacourtiaceae,Casearia,spp.,,0.7,bwa neges
casearia spp.,0.7,Flacourtiaceae,Casearia,spp.,,0.7,kafe mawon
casearia sylvestris,,Flacourtiaceae,Casearia,sylvestris,sylvestris,,papelite
casearia sylvestris,,Flacourtiaceae,Casearia,sylvestris,sylvestris,,papelit
casearia sylvestris,,Flacourtiaceae,Casearia,sylvestris,sylvestris,,casearia papelite
casimora edulis,,Rutaceae,Casimora,edulis,edulis,,
cassia fistula,0.9,Fabaceae,Cassia,fistula,fistula,0.9,kas dou
cassia fistula,0.9,Fabaceae,Cassia,fistula,fistula,0.9,kas panyol
cassia fistula,0.9,Fabaceae,Cassia,fistula,fistula,0.9,baton casse
cassia fistula,0.9,Fabaceae,Cassia,fistula,fistula,0.9,casse
cassia fistula,0.9,Fabaceae,Cassia,fistula,fistula,0.9,casse doux
cassia fistula,0.9,Fabaceae,Cassia,fistula,fistula,0.9,casse espagnole
cassia grandis,,Fabaceae,Cassia,grandis,grandis,,baton kas
cassia grandis,,Fabaceae,Cassia,grandis,grandis,,casse
cassia grandis,,Fabaceae,Cassia,grandis,grandis,,casse espagnole
cassia grandis,,Fabaceae,Cassia,grandis,grandis,,baton casse (h);
cassia grandis,,Fabaceae,Cassia,grandis,grandis,,cassier a gros fruits
cassia grandis,,Fabaceae,Cassia,grandis,grandis,,baton casse
cassia javanica,,Fabaceae,Cassia,javanica,javanica,,kas
cassia javanica,,Fabaceae,Cassia,javanica,javanica,,casse
cassia spp.,,Fabaceae,Cassia,spp.,,,baton kas
cassia spp.,,Fabaceae,Cassia,spp.,,,kas
cassia spp.,,Fabaceae,Cassia,spp.,,,kas panyol
cassia spp.,,Fabaceae,Cassia,spp.,,,kas  panyol
cassine xylocarpa,,Celastraceae,Cassine,xylocarpa,xylocarpa,,
cassipourea guianensis,,Rhizophoraceae,Cassipourea,guianensis,guianensis,,goyavier 
cassipourea obtusa,,Rhizophoraceae,Cassipourea,obtusa,obtusa,,
castanea sativa,,Fagaceae,Castanea,sativa,sativa,,catin
castanea sativa,,Fagaceae,Castanea,sativa,sativa,,katen
castella depressa,,Simaroubaceae,Castella,depressa,depressa,,
castilla elastica supsp. elastica,,Moraceae,Castilla,elastica supsp. elastica,elastica,,
casuarina cristata,,Casuarinaceae,Casuarina,cristata,cristata,,pich pin
casuarina cristata,,Casuarinaceae,Casuarina,cristata,cristata,,pin d'australie
casuarina cristata,,Casuarinaceae,Casuarina,cristata,cristata,,filao
casuarina equisetifolia,,Casuarinaceae,Casuarina,equisetifolia,equisetifolia,,pich pin
casuarina equisetifolia,,Casuarinaceae,Casuarina,equisetifolia,equisetifolia,,pin d' australie
casuarina equisetifolia,,Casuarinaceae,Casuarina,equisetifolia,equisetifolia,,filao
casuarina glauca,,Casuarinaceae,Casuarina,glauca,glauca,,pich pin
casuarina glauca,,Casuarinaceae,Casuarina,glauca,glauca,,pin d' australie
casuarina glauca,,Casuarinaceae,Casuarina,glauca,glauca,,filao
casuarina spp.,0.78-1.2,Casuarinaceae,Casuarina,spp.,,0.99,kazowina
casuarina spp.,0.78-1.2,Casuarinaceae,Casuarina,spp.,,0.99,pich pen
casuarina spp.,0.78-1.2,Casuarinaceae,Casuarina,spp.,,0.99,bwa pen
casuarina spp.,0.78-1.2,Casuarinaceae,Casuarina,spp.,,0.99,pen dostrali
catalpa longissima,0.6-0.8,Bignoniaceae,Catalpa,longissima,longissima,0.7,chenn
catalpa longissima,0.6-0.8,Bignoniaceae,Catalpa,longissima,longissima,0.7,bwa chenn
catalpa longissima,0.6-0.8,Bignoniaceae,Catalpa,longissima,longissima,0.7,bois chene
catalpa longissima,0.6-0.8,Bignoniaceae,Catalpa,longissima,longissima,0.7,chene
catalpa longissima,0.6-0.8,Bignoniaceae,Catalpa,longissima,longissima,0.7,chene haitien
catalpa longissima,0.6-0.8,Bignoniaceae,Catalpa,longissima,longissima,0.7,chenier
cecropia peltata,0.26-0.4,Moraceae,Cecropia,peltata,peltata,0.33,twompet
cecropia peltata,0.26-0.4,Moraceae,Cecropia,peltata,peltata,0.33,bois canon
cecropia peltata,0.26-0.4,Moraceae,Cecropia,peltata,peltata,0.33,bois trompette
cecropia peltata,0.26-0.4,Moraceae,Cecropia,peltata,peltata,0.33,trompette
cecropia peltata,0.26-0.4,Moraceae,Cecropia,peltata,peltata,0.33,bwa kanon
cecropia peltata,0.26-0.4,Moraceae,Cecropia,peltata,peltata,0.33,bwa twompet
cecropia peltata,0.26-0.4,Moraceae,Cecropia,peltata,peltata,0.33,bois canot
cecropia peltata,0.26-0.4,Moraceae,Cecropia,peltata,peltata,0.33,bois-trompette
cecropia spp.,,Moraceae,Cecropia,spp.,,,bois trompette
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,sed
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,acajou a planches
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,kajou planch
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,acajou femelle
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,kajou femel
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,cedre
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,cedre blanc
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,sed blan
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,cedre espagnol
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,sed panyol
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,sed wouj
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,acajou-senti
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,cedrel
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,cedre odorant
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,cedre rouge
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,cedre spagnol
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,sed blanc
cedrela odorata,0.37-0.6,Meliaceae,Cedrela,odorata,odorata,0.485,cedrela
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,mapou
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,fromager
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,mapou koton
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,mapou coton
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,fwomaje
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,ceiba kapokier
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,ceiba a cinq etamines
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,coton fleurs
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,fromagier
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,mapon coton
ceiba pentandra,0.23-0.4,Bombacaceae,Ceiba,pentandra,pentandra,0.315,fwomage
celtis spp.,,,Celtis,spp.,,,micocoulier
celtis spp.,,,Celtis,spp.,,,bois raie
celtis trinervia,,Ulmaceae,Celtis,trinervia,trinervia,,bwa fey blanch
celtis trinervia,,Ulmaceae,Celtis,trinervia,trinervia,,bwa rai
celtis trinervia,,Ulmaceae,Celtis,trinervia,trinervia,,bois feuilles blanches
celtis trinervia,,Ulmaceae,Celtis,trinervia,trinervia,,bois raie
celtis trinervia,,Ulmaceae,Celtis,trinervia,trinervia,,micocoulier a trois nervures
celtis trinervia,,Ulmaceae,Celtis,trinervia,trinervia,,fois feuilles blanches
cercidium praecox,,Fabaceae,Cercidium,praecox,praecox,,prentan
cercidium praecox,,Fabaceae,Cercidium,praecox,praecox,,baie aonde
cercidium praecox,,Fabaceae,Cercidium,praecox,praecox,,printemps
cercidium praecox,,Fabaceae,Cercidium,praecox,praecox,,bayawonn
cercidium praecox,,Fabaceae,Cercidium,praecox,praecox,,baie a ondes
cereus hexagonus,,Cactaceae,Cereus,hexagonus,hexagonus,,
cestrum diurnum,,Solanaceae,Cestrum,diurnum,diurnum,,
cestrum macrophyllum,,Solanaceae,Cestrum,macrophyllum,macrophyllum,,
cestrum nocturnum,,Solanaceae,Cestrum,nocturnum,nocturnum,,lilas de nuit
cestrum nocturnum,,Solanaceae,Cestrum,nocturnum,nocturnum,,jasmin de nuit
cestrum nocturnum,,Solanaceae,Cestrum,nocturnum,nocturnum,,jazmen nwi
cestrum nocturnum,,Solanaceae,Cestrum,nocturnum,nocturnum,,lila nwi
cestrum nocturnum,,Solanaceae,Cestrum,nocturnum,nocturnum,,cestreau grand-bois
cestrum nocturnum,,Solanaceae,Cestrum,nocturnum,nocturnum,,bois cabrit
cestrum nocturnum,,Solanaceae,Cestrum,nocturnum,nocturnum,,cafe maron
chaetocarpus globosus,,Euphorbiaceae,Chaetocarpus,globosus,globosus,,
chiococca alba,,Rubiaceae,Chiococca,alba,alba,,croc souris
chiococca alba,,Rubiaceae,Chiococca,alba,alba,,quimaque
chiococca alba,,Rubiaceae,Chiococca,alba,alba,,krok souri
chiococca alba,,Rubiaceae,Chiococca,alba,alba,,kimak
chiococca alba,,Rubiaceae,Chiococca,alba,alba,,chiococca blanc
chionanthus axilliflorus,,Oleaceae,Chionanthus,axilliflorus,axilliflorus,,
chionanthus compactus,,Oleaceae,Chionanthus,compactus,compactus,,
chionanthus domingensis,,Oleaceae,Chionanthus,domingensis,domingensis,,kaypon
chionanthus domingensis,,Oleaceae,Chionanthus,domingensis,domingensis,,cayepon
chionanthus ligustrinus,,Oleaceae,Chionanthus,ligustrinus,ligustrinus,,bois sagine
chionanthus ligustrinus,,Oleaceae,Chionanthus,ligustrinus,ligustrinus,,bwa saginn
chione venosa,,Rubiaceae,Chione,venosa,venosa,,
chorisia insignis,,Bombacaceae,Chorisia,insignis,insignis,,
chorisia speciosa,,Bombacaceae,Chorisia,speciosa,speciosa,,
chrysalidocarpus lutescens,,Arecaceae,Chrysalidocarpus,lutescens,lutescens,,areca
chrysobalanus icaco,0.8,Chrysobalanaceae,Chrysobalanus,icaco,icaco,0.8,ikak
chrysobalanus icaco,0.8,Chrysobalanaceae,Chrysobalanus,icaco,icaco,0.8,icaque
chrysobalanus icaco,0.8,Chrysobalanaceae,Chrysobalanus,icaco,icaco,0.8,icaquier
chrysobalanus icaco,0.8,Chrysobalanaceae,Chrysobalanus,icaco,icaco,0.8,prune z’icaque
chrysobalanus icaco,0.8,Chrysobalanaceae,Chrysobalanus,icaco,icaco,0.8,prune zicaque
chrysobalanus icaco,0.8,Chrysobalanaceae,Chrysobalanus,icaco,icaco,0.8,prunier d’anse
chrysobalanus icaco,0.8,Chrysobalanaceae,Chrysobalanus,icaco,icaco,0.8,zicaque
chrysobalanus icaco,0.8,Chrysobalanaceae,Chrysobalanus,icaco,icaco,0.8,hikaku
chrysophyllum argenteum,,Sapotaceae,Chrysophyllum,argenteum,argenteum,,ti kaymit
chrysophyllum argenteum,,Sapotaceae,Chrysophyllum,argenteum,argenteum,,petit caimite
chrysophyllum argenteum,,Sapotaceae,Chrysophyllum,argenteum,argenteum,,petit couis
chrysophyllum argenteum,,Sapotaceae,Chrysophyllum,argenteum,argenteum,,prune
chrysophyllum argenteum,,Sapotaceae,Chrysophyllum,argenteum,argenteum,,ti caimite
chrysophyllum bicolor,,Sapotaceae,Chrysophyllum,bicolor,bicolor,,
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,kaymit
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,bon caimite
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,caimite
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,caimite des jardins
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,caimite franche
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,caimitier
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,caimitier a feuilles d'or
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,grande caimite
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,bon kaymit
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,gran kaymit
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,kaymit fe do
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,kaymit fran
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,kaymit jaden
chrysophyllum cainito,0.7,Sapotaceae,Chrysophyllum,cainito,cainito,0.7,kaymit fey do
chrysophyllum oliviforme,0.9,Sapotaceae,Chrysophyllum,oliviforme,oliviforme,0.9,kaymit mawon
chrysophyllum oliviforme,0.9,Sapotaceae,Chrysophyllum,oliviforme,oliviforme,0.9,caimite
chrysophyllum oliviforme,0.9,Sapotaceae,Chrysophyllum,oliviforme,oliviforme,0.9,caimite marron
chrysophyllum oliviforme,0.9,Sapotaceae,Chrysophyllum,oliviforme,oliviforme,0.9,caimite sauvage
chrysophyllum oliviforme,0.9,Sapotaceae,Chrysophyllum,oliviforme,oliviforme,0.9,caimitier ferrugineux
chrysophyllum oliviforme,0.9,Sapotaceae,Chrysophyllum,oliviforme,oliviforme,0.9,caimitier marron
chrysophyllum oliviforme,0.9,Sapotaceae,Chrysophyllum,oliviforme,oliviforme,0.9,caimitier olivaire
chrysophyllum oliviforme,0.9,Sapotaceae,Chrysophyllum,oliviforme,oliviforme,0.9,kaymit sovaj
chrysophyllum spp.,,Sapotaceae,Chrysophyllum,spp.,,,kaymit
cinnamodendron ekmanii,,Canellaceae,Cinnamodendron,ekmanii,ekmanii,,
cinnamomum camphora,,Lauraceae,Cinnamomum,camphora,camphora,,lorie
cinnamomum camphora,,Lauraceae,Cinnamomum,camphora,camphora,,baume anglais
cinnamomum camphora,,Lauraceae,Cinnamomum,camphora,camphora,,camphre
cinnamomum camphora,,Lauraceae,Cinnamomum,camphora,camphora,,camphrier
cinnamomum camphora,,Lauraceae,Cinnamomum,camphora,camphora,,kamf
cinnamomum camphora,,Lauraceae,Cinnamomum,camphora,camphora,,bom zangle
cinnamomum camphora,,Lauraceae,Cinnamomum,camphora,camphora,,loye
cinnamomum elongatum,0.47,Lauraceae,Cinnamomum,elongatum,elongatum,0.47,lorie kanel
cinnamomum elongatum,0.47,Lauraceae,Cinnamomum,elongatum,elongatum,0.47,lorie ti fey
cinnamomum elongatum,0.47,Lauraceae,Cinnamomum,elongatum,elongatum,0.47,lorie
cinnamomum elongatum,0.47,Lauraceae,Cinnamomum,elongatum,elongatum,0.47,laurier
cinnamomum elongatum,0.47,Lauraceae,Cinnamomum,elongatum,elongatum,0.47,laurier cannelle
cinnamomum elongatum,0.47,Lauraceae,Cinnamomum,elongatum,elongatum,0.47,laurier petites feuilles
cinnamomum elongatum,0.47,Lauraceae,Cinnamomum,elongatum,elongatum,0.47,loye
cinnamomum montanum,,Lauraceae,Cinnamomum,montanum,montanum,,lorie
cinnamomum montanum,,Lauraceae,Cinnamomum,montanum,montanum,,laurier rose
cinnamomum montanum,,Lauraceae,Cinnamomum,montanum,montanum,,lorie woz
cinnamomum montanum,,Lauraceae,Cinnamomum,montanum,montanum,,cannelier de montagne
cinnamomum montanum,,Lauraceae,Cinnamomum,montanum,montanum,,loye
cinnamomum spp.,0.43-0.61,Lauraceae,Cinnamomum,spp.,,0.52,lorie
cinnamomum spp.,0.43-0.61,Lauraceae,Cinnamomum,spp.,,0.52,loye
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,lorie
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,cannelier a triple nervure
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,laurier
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,laurier-mabonne
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,laurier mama z’enfants
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,laurier petites feuilles
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,lrie kanel
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,lorie ti fey
cinnamomum triplinerve,,Lauraceae,Cinnamomum,triplinerve,triplinerve,,loye
cinnamomum verum,,Lauraceae,Cinnamomum,verum,verum,,kanel
cinnamomum verum,,Lauraceae,Cinnamomum,verum,verum,,cannelle
cinnamomum verum,,Lauraceae,Cinnamomum,verum,verum,,cannellier
citharexylum caudatum,,Verbenaceae,Citharexylum,caudatum,caudatum,,kafe mawon
citharexylum caudatum,,Verbenaceae,Citharexylum,caudatum,caudatum,,kafe sovaj
citharexylum caudatum,,Verbenaceae,Citharexylum,caudatum,caudatum,,cafe marron
citharexylum caudatum,,Verbenaceae,Citharexylum,caudatum,caudatum,,cafe sauvage
citharexylum caudatum,,Verbenaceae,Citharexylum,caudatum,caudatum,,bois-guitare caude
citharexylum caudatum,,Verbenaceae,Citharexylum,caudatum,caudatum,,bois carre
citharexylum caudatum,,Verbenaceae,Citharexylum,caudatum,caudatum,,bois-guitare 
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,grenad mawon
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,kafe mawon
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,madam klod
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,pendoula
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,cafe marron
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,grenade marron
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,grenarde
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,jijiri marron
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,madame claude
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,pindoula
citharexylum fruticosum,0.65-0.95,Verbenaceae,Citharexylum,fruticosum,fruticosum,0.8,jijiri mawon
citharexylum spp.,,Verbenaceae,Citharexylum,spp.,,,kafe mawon
citrus aurantifolia,,Rutaceae,Citrus,aurantifolia,aurantifolia,,sitwon vet
citrus aurantifolia,,Rutaceae,Citrus,aurantifolia,aurantifolia,,sitwon
citrus aurantifolia,,Rutaceae,Citrus,aurantifolia,aurantifolia,,zoranj
citrus aurantifolia,,Rutaceae,Citrus,aurantifolia,aurantifolia,,citron
citrus aurantifolia,,Rutaceae,Citrus,aurantifolia,aurantifolia,,citron vert
citrus aurantifolia,,Rutaceae,Citrus,aurantifolia,aurantifolia,,citronnier
citrus aurantium,,Rutaceae,Citrus,aurantium,aurantium,,sitwon
citrus aurantium,,Rutaceae,Citrus,aurantium,aurantium,,zoranj
citrus aurantium,,Rutaceae,Citrus,aurantium,aurantium,,zoranj si
citrus aurantium,,Rutaceae,Citrus,aurantium,aurantium,,orange amer
citrus aurantium,,Rutaceae,Citrus,aurantium,aurantium,,orange sure
citrus limetta,,Rutaceae,Citrus,limetta,limetta,,sitwon
citrus limetta,,Rutaceae,Citrus,limetta,limetta,,zoranj
citrus limetta,,Rutaceae,Citrus,limetta,limetta,,calmouc
citrus limetta,,Rutaceae,Citrus,limetta,limetta,,kalmouk
citrus limon,,Rutaceae,Citrus,limon,limon,,sitwon
citrus limon,,Rutaceae,Citrus,limon,limon,,zoranj
citrus limon,,Rutaceae,Citrus,limon,limon,,citronnier
citrus limon,,Rutaceae,Citrus,limon,limon,,limon france
citrus limon,,Rutaceae,Citrus,limon,limon,,limon frans
citrus maxima,,Rutaceae,Citrus,maxima,maxima,,sitwon
citrus maxima,,Rutaceae,Citrus,maxima,maxima,,zoranj
citrus maxima,,Rutaceae,Citrus,maxima,maxima,,chadek
citrus maxima,,Rutaceae,Citrus,maxima,maxima,,chadeque
citrus medica,,Rutaceae,Citrus,medica,medica,,sitwon
citrus medica,,Rutaceae,Citrus,medica,medica,,zoranj
citrus medica,,Rutaceae,Citrus,medica,medica,,citron
citrus medica,,Rutaceae,Citrus,medica,medica,,citronnier
citrus reticulata,,Rutaceae,Citrus,reticulata,reticulata,,mandaren
citrus reticulata,,Rutaceae,Citrus,reticulata,reticulata,,sitwon
citrus reticulata,,Rutaceae,Citrus,reticulata,reticulata,,zoranj
citrus reticulata,,Rutaceae,Citrus,reticulata,reticulata,,mandarine
citrus sinensis,,Rutaceae,Citrus,sinensis,sinensis,,sitwon
citrus sinensis,,Rutaceae,Citrus,sinensis,sinensis,,zoranj
citrus sinensis,,Rutaceae,Citrus,sinensis,sinensis,,zoranj dous
citrus sinensis,,Rutaceae,Citrus,sinensis,sinensis,,orange douce
citrus spp.,,Rutaceae,Citrus,spp.,,,sitwon
citrus spp.,,Rutaceae,Citrus,spp.,,,zoranj
citrus x paradisi,,Rutaceae,Citrus,x paradisi,x,,pamplemous
citrus x paradisi,,Rutaceae,Citrus,x paradisi,x,,sitwon
citrus x paradisi,,Rutaceae,Citrus,x paradisi,x,,zoranj
citrus x paradisi,,Rutaceae,Citrus,x paradisi,x,,pamplemousse
clavija domingensis,,Theophrastaceae,Clavija,domingensis,domingensis,,bois jean louis
clavija domingensis,,Theophrastaceae,Clavija,domingensis,domingensis,,grand coquemollier
clavija domingensis,,Theophrastaceae,Clavija,domingensis,domingensis,,langue a boeuf
clavija domingensis,,Theophrastaceae,Clavija,domingensis,domingensis,,﻿bwa jan louwi
clavija domingensis,,Theophrastaceae,Clavija,domingensis,domingensis,,gran kokmolye
clavija domingensis,,Theophrastaceae,Clavija,domingensis,domingensis,,lang bef
cleyera spp.,,Theaceae,Cleyera,spp.,,,
clusia clusiodes,0.9,Clusiaceae,Clusia,clusiodes,clusiodes,0.9,
clusia major,,Clusiaceae,Clusia,major,major,,bois pale
clusia major,,Clusiaceae,Clusia,major,major,,figuier maudit
clusia major,,Clusiaceae,Clusia,major,major,,figuier maudit marron
clusia major,,Clusiaceae,Clusia,major,major,,gros figuier
clusia major,,Clusiaceae,Clusia,major,major,,gwo figye
clusia minor,,Clusiaceae,Clusia,minor,minor,,bwa pal
clusia minor,,Clusiaceae,Clusia,minor,minor,,figye modi
clusia minor,,Clusiaceae,Clusia,minor,minor,,figye
clusia minor,,Clusiaceae,Clusia,minor,minor,,figuier
clusia minor,,Clusiaceae,Clusia,minor,minor,,figuier maudit
clusia minor,,Clusiaceae,Clusia,minor,minor,,clusier mineur
clusia minor,,Clusiaceae,Clusia,minor,minor,,figuier 
clusia rosea,,Clusiaceae,Clusia,rosea,rosea,,bwa pal
clusia rosea,,Clusiaceae,Clusia,rosea,rosea,,figye modi mawon
clusia rosea,,Clusiaceae,Clusia,rosea,rosea,,bois pale
clusia rosea,,Clusiaceae,Clusia,rosea,rosea,,figuier maudit
clusia rosea,,Clusiaceae,Clusia,rosea,rosea,,figuier maudit marron
clusia rosea,,Clusiaceae,Clusia,rosea,rosea,,figuier maudit cimarron
clusia rosea,,Clusiaceae,Clusia,rosea,rosea,,zacads
clusia spp.,,Clusiaceae,Clusia,spp.,,,bwa pal
clusia spp.,,Clusiaceae,Clusia,spp.,,,figye modi mawon
clusia spp.,,Clusiaceae,Clusia,spp.,,,figye modi
cnemidaria horrida,,Cyatheaceae,Cnemidaria,horrida,horrida,,
coccoloba buchii,,Polygonaceae,Coccoloba,buchii,buchii,,papelite
coccoloba buchii,,Polygonaceae,Coccoloba,buchii,buchii,,papelit
coccoloba costata,,Polygonaceae,Coccoloba,costata,costata,,rezen
coccoloba costata,,Polygonaceae,Coccoloba,costata,costata,,raisinier
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,mevis
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,rezen
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,rezen bouzen
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,maivisse
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,petit raisin ordinaire
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,raisin bouzin
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,raisinier
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,raisinier marron
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,zamon marron
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,rezen mawon
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,zamon mawon
coccoloba diversifolia,0.8,Polygonaceae,Coccoloba,diversifolia,diversifolia,0.8,ti rezen odine
coccoloba krugii,,Polygonaceae,Coccoloba,krugii,krugii,,
coccoloba leoganensis,0.82-0.97,Polygonaceae,Coccoloba,leoganensis,leoganensis,0.895,
coccoloba microstachys,,Polygonaceae,Coccoloba,microstachys,microstachys,,
coccoloba pubescens,1-1.1,Polygonaceae,Coccoloba,pubescens,pubescens,1.05,rezen gran fey
coccoloba pubescens,1-1.1,Polygonaceae,Coccoloba,pubescens,pubescens,1.05,gamelle
coccoloba pubescens,1-1.1,Polygonaceae,Coccoloba,pubescens,pubescens,1.05,magne la mer
coccoloba pubescens,1-1.1,Polygonaceae,Coccoloba,pubescens,pubescens,1.05,raisin grandes feuilles
coccoloba pubescens,1-1.1,Polygonaceae,Coccoloba,pubescens,pubescens,1.05,gamel
coccoloba pubescens,1-1.1,Polygonaceae,Coccoloba,pubescens,pubescens,1.05,mayn lame
coccoloba spp.,,,Coccoloba,spp.,,,rezen
coccoloba spp.,,,Coccoloba,spp.,,,risin
coccoloba swartzii,0.7,Polygonaceae,Coccoloba,swartzii,swartzii,0.7,
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,rezen fe
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,rezen lame
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,guaiabara
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,raisin bord de mer
coccoloba uvifera,0.7,Polygonaceae,Coccoloba,uvifera,uvifera,0.7,raisin de fer
