sp_creole,dbh_cm,ht_m,plot_fname,date,plot_id,plot_loc,data_scribe,plot_no,plot_shp,plot_area
latanier,25.5,11,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,5.3,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,31.0,9,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,14.0,9,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,7.1,6.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,6.4,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,6.0,2.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.7,2.4,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,5.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,50.0,11,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,6.5,5.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,6.2,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,7.4,5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
tamarindo,5.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,23.4,12,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,47.0,12,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,34.0,12,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,11.5,8.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,7.3,6.3,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,39.1,10,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,13.0,5.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,6.3,5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,9.5,7,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,5.1,4.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,6.4,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,6.5,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,5.0,5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,6.9,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
latanier,26.3,10,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,6.3,5.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,6.4,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,6.1,6.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
tamarindo,5.1,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,26.4,10,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,8.0,2,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,5.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,21.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,5.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,17.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,13.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,9.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,24.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,16.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,7.0,5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,8.0,5.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,8.3,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,16.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,23.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,5.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,5.1,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,5.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,17.4,8.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,17.0,6.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kapab,7.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,5.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,6.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,5.1,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,15.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,16.0,7.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,15.4,9,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,16.0,9,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,6.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,7.9,7,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,12.5,8.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kapab,25.0,7.8,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,8.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
tamarindo,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,9.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,12.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,8.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,11.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,10.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,10.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,7.0,5.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,6.1,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.1,4.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.6,4,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.8,4.6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,17.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,10.0,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,5.7,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
tamarindo,5.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,5.9,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,6.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,6.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
ficus,5.1,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
ficus,5.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
ficus,8.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
framboyan,8.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,14.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,5.0,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.5,6,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.1,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,5.6,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,17.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,15.0,8,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
tamarindo,10.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.1,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,15.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,18.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,12.3,6.5,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,12.7,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,12.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,18.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,16.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,11.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,10.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,13.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,10.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,8.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,5.6,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,5.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,5.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,10.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,5.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,8.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,8.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,5.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,5.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,10.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,8.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,18.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,10.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
delen,7.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,8.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,14.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,12.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,13.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,11.6,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,5.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,5.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,8.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,5.1,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,5.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,15.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
neem,9.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.6,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,5.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,10.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
campeche,27.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,8.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,24.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
kasya,33.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,5.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,17.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,14.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,5.8,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,8.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,12.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,10.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,15.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
tamarindo,5.4,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.7,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,7.2,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
bayawonn,35.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.5,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,12.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.3,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,12.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,5.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,5.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,7.0,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
z,6.7,,FormularioDAPDeca_20200130_ejs.xlsx,2019-10-05 00:00:00,Decameron,,Jose Luis Caballero,14,Decameron.shp,0.545582
