sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area,mean_BYsp,sd_BYsp,mean_BYgn,sd_BYgn,mean_BYfm,sd_BYfm,mean_GWDBYspgnfm,sd_GWDBYspgnfm,mean_GWDBYgnfm,sd_GWDBYgnfm,mean_GWDBYgn,sd_GWDBYgn,mean_GWDspgnfm,sd_GWDspgnfm
bayawonn,5.6,,0.002463008640414397,10,Plot_1BO.shp,0.757182,0.8,,0.8,,0.7454347826086957,0.14318545700878368,0.79375,0.0708232617216773,0.771932291666667,0.0941339098036177,0.771932291666667,0.0941339098036177,0.79375,0.0708232617216773
kampech,9.1,,0.0065038821910942705,10,Plot_1BO.shp,0.757182,0.7749999999999999,,0.7749999999999999,0.04242640687119278,0.7454347826086957,0.14318545700878368,0.7047096841466821,0.12340172424716199,0.7047096841466821,0.12340172424716199,,,0.7038210655111022,0.12340172424716199
kampech,5.0,,0.0019634954084936213,10,Plot_1BO.shp,0.757182,0.7749999999999999,,0.7749999999999999,0.04242640687119278,0.7454347826086957,0.14318545700878368,0.7047096841466821,0.12340172424716199,0.7047096841466821,0.12340172424716199,,,0.7038210655111022,0.12340172424716199
kampech,10.0,,0.007853981633974483,10,Plot_1BO.shp,0.757182,0.7749999999999999,,0.7749999999999999,0.04242640687119278,0.7454347826086957,0.14318545700878368,0.7047096841466821,0.12340172424716199,0.7047096841466821,0.12340172424716199,,,0.7038210655111022,0.12340172424716199
bwa santi,8.6,,0.005808804816487528,10,Plot_1BO.shp,0.757182,,,,,0.7454347826086957,0.14318545700878368,0.6982365613822273,0.10388984795146579,0.6982365613822273,0.10388984795146579,0.6763691394132997,0.11687262972583079,0.6979403551703673,0.10388984795146579
bwa dom,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182,0.5,,0.5,,0.41500000000000004,0.1202081528017131,0.5037824346877415,0.09711249298441965,0.5241713235766305,0.10876781702538985,0.5993592646755049,0.12824198968693734,0.5037824346877415,0.09711249298441965
bwa dom,5.3,,0.002206183440983432,10,Plot_1BO.shp,0.757182,0.5,,0.5,,0.41500000000000004,0.1202081528017131,0.5037824346877415,0.09711249298441965,0.5241713235766305,0.10876781702538985,0.5993592646755049,0.12824198968693734,0.5037824346877415,0.09711249298441965
bwa dom,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182,0.5,,0.5,,0.41500000000000004,0.1202081528017131,0.5037824346877415,0.09711249298441965,0.5241713235766305,0.10876781702538985,0.5993592646755049,0.12824198968693734,0.5037824346877415,0.09711249298441965
kajou,27.7,8.5,0.06026281567932279,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
zakasya,9.3,6.5,0.006792908715224532,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.9,7.0,0.0037392806559352525,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,9.0,7.5,0.00636172512351933,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.7,6.0,0.0035256523554911463,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
kajou,5.0,5.0,0.0019634954084936213,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
bwa pine,11.3,8.0,0.01002874914842202,11,Plot_2BO.shp,0.355794,0.7675000000000001,,0.7675000000000001,0.010606601717798262,0.8283333333333335,0.1056330125166055,0.77125,0.0708232617216773,0.622329737466834,0.0941339098036177,0.622329737466834,0.0941339098036177,0.7001203643578644,0.0824785857626475
zakasya,5.1,5.0,0.0020428206229967626,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.0,5.5,0.0019634954084936213,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.9,6.0,0.002733971006786518,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.3,6.0,0.002206183440983432,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.5,5.0,0.002375829444277281,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.0,6.0,0.0019634954084936213,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.0,6.2,0.0028274333882308137,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.0,6.0,0.0019634954084936213,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
mango,9.3,6.0,0.006792908715224532,11,Plot_2BO.shp,0.355794,0.515,,0.515,,0.4225,0.13081475451951127,0.5525,0.0708232617216773,0.500529411764706,0.0941339098036177,0.500529411764706,0.0941339098036177,0.5525,0.0708232617216773
zakasya,8.6,7.0,0.005808804816487528,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
mango,14.2,6.0,0.015836768566746144,11,Plot_2BO.shp,0.355794,0.515,,0.515,,0.4225,0.13081475451951127,0.5525,0.0708232617216773,0.500529411764706,0.0941339098036177,0.500529411764706,0.0941339098036177,0.5525,0.0708232617216773
mango,9.4,5.0,0.006939778171779853,11,Plot_2BO.shp,0.355794,0.515,,0.515,,0.4225,0.13081475451951127,0.5525,0.0708232617216773,0.500529411764706,0.0941339098036177,0.500529411764706,0.0941339098036177,0.5525,0.0708232617216773
zakasya,5.9,6.5,0.002733971006786518,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
mango,16.7,6.0,0.02190396937899143,11,Plot_2BO.shp,0.355794,0.515,,0.515,,0.4225,0.13081475451951127,0.5525,0.0708232617216773,0.500529411764706,0.0941339098036177,0.500529411764706,0.0941339098036177,0.5525,0.0708232617216773
mango,11.6,5.0,0.010568317686676062,11,Plot_2BO.shp,0.355794,0.515,,0.515,,0.4225,0.13081475451951127,0.5525,0.0708232617216773,0.500529411764706,0.0941339098036177,0.500529411764706,0.0941339098036177,0.5525,0.0708232617216773
zakasya,9.2,7.0,0.0066476100549960025,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
kajou,8.6,7.0,0.005808804816487528,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
zakasya,6.0,5.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.0,6.5,0.0028274333882308137,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.5,5.5,0.002375829444277281,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,7.7,7.0,0.004656625710783471,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.5,7.0,0.002375829444277281,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,10.8,8.5,0.009160884177867838,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.0,6.0,0.0019634954084936213,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
bwa pine,5.5,5.0,0.002375829444277281,11,Plot_2BO.shp,0.355794,0.7675000000000001,,0.7675000000000001,0.010606601717798262,0.8283333333333335,0.1056330125166055,0.77125,0.0708232617216773,0.622329737466834,0.0941339098036177,0.622329737466834,0.0941339098036177,0.7001203643578644,0.0824785857626475
bwa pine,5.1,4.5,0.0020428206229967626,11,Plot_2BO.shp,0.355794,0.7675000000000001,,0.7675000000000001,0.010606601717798262,0.8283333333333335,0.1056330125166055,0.77125,0.0708232617216773,0.622329737466834,0.0941339098036177,0.622329737466834,0.0941339098036177,0.7001203643578644,0.0824785857626475
zakasya,5.1,6.0,0.0020428206229967626,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,9.5,7.0,0.00708821842466197,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.4,6.5,0.0022902210444669595,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.5,6.4,0.0033183072403542195,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.9,6.5,0.002733971006786518,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
kajou,5.7,5.5,0.002551758632878309,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
zakasya,6.0,6.8,0.0028274333882308137,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.2,6.0,0.003019070540099791,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.5,6.5,0.0033183072403542195,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.2,6.0,0.003019070540099791,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,8.7,8.0,0.0059446786987552855,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zaboka,14.3,6.2,0.016060607043314426,11,Plot_2BO.shp,0.355794,0.525,,0.525,,0.540625,0.11965538313960525,0.5486666666666671,0.0708232617216773,0.514030303030303,0.0941339098036177,0.514030303030303,0.0941339098036177,0.5486666666666671,0.0708232617216773
zaboka,21.1,6.4,0.0349667116326178,11,Plot_2BO.shp,0.355794,0.525,,0.525,,0.540625,0.11965538313960525,0.5486666666666671,0.0708232617216773,0.514030303030303,0.0941339098036177,0.514030303030303,0.0941339098036177,0.5486666666666671,0.0708232617216773
latanye,26.5,3.0,0.05515458602458581,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
zakasya,5.3,6.0,0.002206183440983432,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
kajou,6.8,5.0,0.0036316811075498014,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
kampech,6.3,2.5,0.0031172453105244727,11,Plot_2BO.shp,0.355794,0.7749999999999999,,0.7749999999999999,0.04242640687119278,0.7454347826086957,0.14318545700878368,0.7047096841466821,0.12340172424716199,0.7047096841466821,0.12340172424716199,,,0.7038210655111022,0.12340172424716199
kampech,7.2,4.7,0.0040715040790523715,11,Plot_2BO.shp,0.355794,0.7749999999999999,,0.7749999999999999,0.04242640687119278,0.7454347826086957,0.14318545700878368,0.7047096841466821,0.12340172424716199,0.7047096841466821,0.12340172424716199,,,0.7038210655111022,0.12340172424716199
kampech,6.5,4.6,0.0033183072403542195,11,Plot_2BO.shp,0.355794,0.7749999999999999,,0.7749999999999999,0.04242640687119278,0.7454347826086957,0.14318545700878368,0.7047096841466821,0.12340172424716199,0.7047096841466821,0.12340172424716199,,,0.7038210655111022,0.12340172424716199
zoranj dous,10.5,3.2,0.008659014751456867,11,Plot_2BO.shp,0.355794,,,,,0.8283333333333335,0.1056330125166055,0.78,0.0708232617216773,0.74,0.0941339098036177,0.74,0.0941339098036177,0.78,0.0708232617216773
fwenn,6.0,6.5,0.0028274333882308137,11,Plot_2BO.shp,0.355794,0.375,0.0,0.375,0.0,0.375,0.0,0.46206666666666646,0.08830624778313259,0.4962249999999997,0.0941339098036177,0.4962249999999997,0.0941339098036177,0.5303833333333334,0.0941339098036177
fwenn,5.0,6.4,0.0019634954084936213,11,Plot_2BO.shp,0.355794,0.375,0.0,0.375,0.0,0.375,0.0,0.46206666666666646,0.08830624778313259,0.4962249999999997,0.0941339098036177,0.4962249999999997,0.0941339098036177,0.5303833333333334,0.0941339098036177
fwenn,5.0,6.2,0.0019634954084936213,11,Plot_2BO.shp,0.355794,0.375,0.0,0.375,0.0,0.375,0.0,0.46206666666666646,0.08830624778313259,0.4962249999999997,0.0941339098036177,0.4962249999999997,0.0941339098036177,0.5303833333333334,0.0941339098036177
kokoye,18.0,5.8,0.02544690049407732,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
kokoye,19.0,5.9,0.02835287369864788,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
kowosol,7.5,4.3,0.004417864669110647,11,Plot_2BO.shp,0.355794,0.45,0.0,0.45,0.0,0.5666666666666667,0.20207259421636903,0.405,0.0708232617216773,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.439388888888889,0.0824785857626475
kowosol,7.1,4.4,0.003959192141686536,11,Plot_2BO.shp,0.355794,0.45,0.0,0.45,0.0,0.5666666666666667,0.20207259421636903,0.405,0.0708232617216773,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.439388888888889,0.0824785857626475
kowosol,11.0,4.5,0.009503317777109124,11,Plot_2BO.shp,0.355794,0.45,0.0,0.45,0.0,0.5666666666666667,0.20207259421636903,0.405,0.0708232617216773,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.439388888888889,0.0824785857626475
kajou,27.1,8.5,0.057680426518072,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
kokoye,18.9,7.0,0.02805520779472024,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
kalbas,7.7,3.8,0.004656625710783471,11,Plot_2BO.shp,0.355794,0.65,,0.65,,0.675,0.03535533905932737,0.634,0.0708232617216773,0.672,0.0941339098036177,0.672,0.0941339098036177,0.634,0.0708232617216773
kokoye,19.2,7.2,0.028952917895483533,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
kajou,8.5,5.8,0.005674501730546564,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
kenep,5.1,4.0,0.0020428206229967626,11,Plot_2BO.shp,0.355794,,,,,0.4,,0.98,0.0941339098036177,0.98,0.0941339098036177,0.98,0.0941339098036177,0.98,0.0941339098036177
kokoye,15.3,6.0,0.01838538560697087,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
zaboka,19.6,8.0,0.030171855845076374,11,Plot_2BO.shp,0.355794,0.525,,0.525,,0.540625,0.11965538313960525,0.5486666666666671,0.0708232617216773,0.514030303030303,0.0941339098036177,0.514030303030303,0.0941339098036177,0.5486666666666671,0.0708232617216773
zoranj dous,14.9,5.7,0.017436624625586747,11,Plot_2BO.shp,0.355794,,,,,0.8283333333333335,0.1056330125166055,0.78,0.0708232617216773,0.74,0.0941339098036177,0.74,0.0941339098036177,0.78,0.0708232617216773
zoranj dous,9.8,5.0,0.007542963961269094,11,Plot_2BO.shp,0.355794,,,,,0.8283333333333335,0.1056330125166055,0.78,0.0708232617216773,0.74,0.0941339098036177,0.74,0.0941339098036177,0.78,0.0708232617216773
latanye,43.6,5.0,0.14930104926920132,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
kokoye,18.8,7.1,0.02775911268711941,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
zakasya,5.5,5.6,0.002375829444277281,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
kokoye,17.1,7.9,0.022965827695904783,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
kokoye,20.0,7.4,0.031415926535897934,11,Plot_2BO.shp,0.355794,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
kajou,21.7,8.9,0.03698361411622244,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
zakasya,7.0,8.5,0.003848451000647497,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
magerit,5.2,7.0,0.0021237166338267006,11,Plot_2BO.shp,0.355794,,,0.45,0.0,0.5666666666666667,0.20207259421636903,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.518777777777778,0.0941339098036177
magerit,6.0,7.0,0.0028274333882308137,11,Plot_2BO.shp,0.355794,,,0.45,0.0,0.5666666666666667,0.20207259421636903,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.518777777777778,0.0941339098036177
bwa pine,7.0,8.0,0.003848451000647497,11,Plot_2BO.shp,0.355794,0.7675000000000001,,0.7675000000000001,0.010606601717798262,0.8283333333333335,0.1056330125166055,0.77125,0.0708232617216773,0.622329737466834,0.0941339098036177,0.622329737466834,0.0941339098036177,0.7001203643578644,0.0824785857626475
zaboka,19.2,8.2,0.028952917895483533,11,Plot_2BO.shp,0.355794,0.525,,0.525,,0.540625,0.11965538313960525,0.5486666666666671,0.0708232617216773,0.514030303030303,0.0941339098036177,0.514030303030303,0.0941339098036177,0.5486666666666671,0.0708232617216773
bwa pine,10.0,8.0,0.007853981633974483,11,Plot_2BO.shp,0.355794,0.7675000000000001,,0.7675000000000001,0.010606601717798262,0.8283333333333335,0.1056330125166055,0.77125,0.0708232617216773,0.622329737466834,0.0941339098036177,0.622329737466834,0.0941339098036177,0.7001203643578644,0.0824785857626475
kajou,8.4,5.0,0.005541769440932396,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
magerit,8.4,3.0,0.005541769440932396,11,Plot_2BO.shp,0.355794,,,0.45,0.0,0.5666666666666667,0.20207259421636903,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.5119,0.0941339098036177,0.518777777777778,0.0941339098036177
kajou,9.3,4.5,0.006792908715224532,11,Plot_2BO.shp,0.355794,0.685,,0.685,,0.585,0.10000000000000002,0.63,0.0708232617216773,0.573181818181818,0.0941339098036177,0.573181818181818,0.0941339098036177,0.63,0.0708232617216773
zakasya,9.0,9.5,0.00636172512351933,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,8.0,6.8,0.005026548245743669,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,6.3,7.5,0.0031172453105244727,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,7.4,6.5,0.004300840342764428,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
zakasya,5.4,7.0,0.0022902210444669595,11,Plot_2BO.shp,0.355794,0.8133333333333334,,0.852857142857143,0.08659566688818518,0.7454347826086957,0.14318545700878368,0.751005549620133,0.0766509237421624,0.789022198480532,0.0941339098036177,0.789022198480532,0.0941339098036177,0.7464156400966185,0.0824785857626475
