sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area,mean_BYsp,sd_BYsp,mean_BYgn,sd_BYgn,mean_BYfm,sd_BYfm,mean_GWDBYspgnfm,sd_GWDBYspgnfm,mean_GWDBYgnfm,sd_GWDBYgnfm,mean_GWDBYgn,sd_GWDBYgn,mean_GWDspgnfm,sd_GWDspgnfm
chenn,36.0,17.0,0.10178760197630927,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
chenn,36.5,,0.10463467031862504,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
chenn,36.3,17.5,0.10349113059271836,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
mango,127.5,12.2,1.2767628893729768,9,Augier.shp,2.503314,0.515,,0.515,,0.4225,0.13081475451951127,0.5525,0.0708232617216773,0.500529411764706,0.0941339098036177,0.500529411764706,0.0941339098036177,0.5525,0.0708232617216773
latanye,15.5,4.5,0.018869190875623696,9,Augier.shp,2.503314,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
latanye,24.4,5.0,0.04675946505603048,9,Augier.shp,2.503314,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
latanye,17.0,5.0,0.022698006922186258,9,Augier.shp,2.503314,,,,,,,0.551760416666667,0.12340172424716199,0.551760416666667,0.12340172424716199,0.6391074182398989,0.162350069570257,0.551760416666667,0.12340172424716199
chenn,33.0,13.0,0.08552985999398212,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
mango,59.5,12.0,0.27805058479678163,9,Augier.shp,2.503314,0.515,,0.515,,0.4225,0.13081475451951127,0.5525,0.0708232617216773,0.500529411764706,0.0941339098036177,0.500529411764706,0.0941339098036177,0.5525,0.0708232617216773
chenn,37.3,,0.1092716610753236,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
chenn,38.0,11.4,0.11341149479459152,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
chenn,55.0,17.2,0.2375829444277281,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
chenn,39.5,17.5,0.12254174844408687,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
chenn,34.5,16.6,0.09348201639838126,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
chenn,39.6,,0.12316299839133425,9,Augier.shp,2.503314,0.7,,0.7,,0.675,0.03535533905932737,0.7233333333333329,0.0708232617216773,0.4785666666666671,0.0941339098036177,0.4785666666666671,0.0941339098036177,0.7233333333333329,0.0708232617216773
