all_names,sd_sp,med_sp,mean_sp,sd_gn,med_gn,mean_gn,sd_fm,med_fm,mean_fm
fransilad fle wouj,,0.84,0.84,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
fransilann,,0.84,0.84,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
frasoigne,,0.65,0.65,,0.65,0.65,,0.571215,0.5834368875889329
frasoyn,,0.65,0.65,,0.65,0.65,,0.571215,0.5834368875889329
frene,,0.375,0.39459445437499996,,0.375,0.39459445437499996,,0.38,0.39835402790833335
frene ,,0.45,0.45,,0.45,0.45,,0.38,0.39835402790833335
frene etranger,,0.375,0.39459445437499996,,0.375,0.39459445437499996,,0.38,0.39835402790833335
fromager,,0.29940208150000003,0.310108840969697,,0.30129259475000003,0.3235706615,,0.27749999999999997,0.27749999999999997
fromagier,,0.46470104075,0.47005442048484847,,0.42064629737500003,0.44078533075000004,,0.503125,0.5015636044947642
fwenn,,0.375,0.375,,0.375,0.39459445437499996,,0.38,0.39835402790833335
fwenn etranje,,0.375,0.39459445437499996,,0.375,0.39459445437499996,,0.38,0.39835402790833335
fwomage,,0.29940208150000003,0.310108840969697,,0.30129259475000003,0.3235706615,,0.27749999999999997,0.27749999999999997
fwomaje,,0.46470104075,0.47005442048484847,,0.42064629737500003,0.44078533075000004,,0.503125,0.5015636044947642
gad mezon,,0.51108,0.51108,,0.46608,0.47053999999999996,,0.48107999999999995,0.5455080724271253
gafuc batard,,1.095,1.095,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac,,1.1475,1.1358333333333333,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac ,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac batard,,1.145,1.1333333333333333,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac blanc,,1.09,1.09,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac blanc ,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac cardasse,,1.145,1.1333333333333333,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac femelle,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac franc,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac gaiac,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac male,,1.1475,1.1358333333333333,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaiac officinal,,1.1475,1.1358333333333333,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gaic male,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
galac femelle,,1.09,1.09,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
galac franc,,1.095,1.095,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
galba,,0.5257087500000001,0.5257087500000001,,0.515,0.5178173127468355,,0.63,0.6552249557539684
galba des antilles,,0.5257087500000001,0.5257087500000001,,0.515,0.5178173127468355,,0.63,0.6552249557539684
galgal,,1.0775,1.0775,,0.7424999999999999,0.7765433333333333,0.4097523466825996,0.6875,0.6980207277713621
galipo,,0.695,0.6640156033920452,,0.695,0.6640156033920452,,0.695,0.6640156033920452
galle-galle,,1.0775,1.0775,,0.7424999999999999,0.7765433333333333,0.4097523466825996,0.6875,0.6980207277713621
gallipeau,,0.695,0.6640156033920452,,0.695,0.6640156033920452,,0.695,0.6640156033920452
gamel,,1.025,1.025,,0.75,0.7581666666666667,,0.69,0.716265975609756
gamelle,,1.025,1.025,,0.75,0.7581666666666667,,0.69,0.716265975609756
garde maison,,0.51108,0.51108,,0.46608,0.47053999999999996,,0.48107999999999995,0.5455080724271253
gati-galle,,0.8,0.8,,0.885,0.885,0.4097523466825996,0.6875,0.6980207277713621
gayac,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gayak,,1.1475,1.1358333333333333,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gayak bata,,1.095,1.095,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gayak blan,,1.09,1.09,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gayak femel,,1.09,1.09,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gayak fran,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gayak kadas,,1.09,1.09,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gayak mal,,1.2,1.1766666666666667,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
gege,,0.765,0.8033333333333335,,0.765,0.8033333333333335,,0.64697792625,0.6590742516382115
gelle-galle,,0.97,0.97,,0.885,0.885,0.4097523466825996,0.6875,0.6980207277713621
gene-pas,,0.5900000000000001,0.5900000000000001,,0.62109,0.6221650000000001,,0.72875,0.7256272089895286
genievre,,0.6692499999999999,0.6571703642638889,,0.6692499999999999,0.6571703642638889,,0.7689999999999999,0.7471137938687258
genipayer,,0.5900000000000001,0.5900000000000001,,0.62109,0.6221650000000001,,0.72875,0.7256272089895286
girofle,,0.9,0.9,,0.915,0.9137500000000001,,0.78,0.8040709736030978
gliricidia,,0.6049125,0.6137062499999999,,0.6049125,0.6137062499999999,0.4097523466825996,0.6875,0.6980207277713621
gmelina,,0.43832000000000004,0.4448382646875,,0.46462250000000005,0.4617957937916667,,0.6112500000000001,0.6445599785714287
gom anime,,0.7725,0.7786669999999999,,0.7775,0.7792332906025641,0.4097523466825996,0.6875,0.6980207277713621
gom bom,,0.3935,0.3935,,0.3935,0.3935,,0.3935,0.3935
gomme animee,,0.7725,0.7786669999999999,,0.7775,0.7792332906025641,0.4097523466825996,0.6875,0.6980207277713621
gomme baume,,0.3935,0.3935,,0.3935,0.3935,,0.3935,0.3935
gommier,,0.53345,0.53956,,0.7851487500000001,0.767323963,0.4097523466825996,0.6875,0.6980207277713621
gommier batard,,0.3225,0.3175,,0.325,0.3190909090909091,,0.51875,0.5199424932699006
gommier blan,,0.3225,0.3175,,0.325,0.3190909090909091,,0.51875,0.5199424932699006
gommier blanc,,0.3225,0.3175,,0.325,0.3190909090909091,,0.51875,0.5199424932699006
gommier rouge,,0.3225,0.3175,,0.325,0.3190909090909091,,0.51875,0.5199424932699006
gommier sauvage,,0.525,0.525,,0.5700000000000001,0.5670581044878049,,0.54125,0.5503809042945451
gomye,,0.3225,0.3175,,0.325,0.3190909090909091,,0.51875,0.5199424932699006
gomye blan,,0.3225,0.3175,,0.325,0.3190909090909091,,0.51875,0.5199424932699006
gomye sovaj,,0.525,0.525,,0.5700000000000001,0.5670581044878049,,0.54125,0.5503809042945451
gomye wouj,,0.3225,0.3175,,0.325,0.3190909090909091,,0.51875,0.5199424932699006
gori fwenn,,0.45,0.45,,0.45,0.45,,0.38,0.39835402790833335
goric,,0.45,0.45,,0.45,0.45,,0.38,0.39835402790833335
gorie frene,,0.45,0.45,,0.45,0.45,,0.38,0.39835402790833335
gorik,,0.45,0.45,,0.45,0.45,,0.38,0.39835402790833335
gouan-negoul,,0.5125,0.5125,,0.5525,0.5731017245700935,0.4097523466825996,0.6875,0.6980207277713621
gouane,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
gouannegoul,,0.5125,0.5125,,0.5525,0.5731017245700935,0.4097523466825996,0.6875,0.6980207277713621
gounelle,,0.45933824999999995,0.4628906666666667,,0.45933824999999995,0.4628906666666667,,0.45933824999999995,0.4628906666666667
goyave,,0.7071325,0.72589025,,0.795,0.8050055454545455,,0.78,0.8040709736030978
goyavier,,0.7071325,0.72589025,,0.795,0.8050055454545455,,0.78,0.8040709736030978
goyavier ,,0.82,0.82,,0.619671796,0.6311650268,,0.8290605209999999,0.8149694469606743
grain d'or,,0.395,0.4083333333333333,,0.395,0.4014223684210526,,0.48107999999999995,0.5455080724271253
grain d’or,,0.395,0.4083333333333333,,0.395,0.4014223684210526,,0.48107999999999995,0.5455080724271253
graindor,,0.395,0.4083333333333333,,0.395,0.4014223684210526,,0.48107999999999995,0.5455080724271253
graine canique,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
graines canique,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
graines de lin,,0.7,0.7,,0.66125,0.67625,0.4097523466825996,0.6875,0.6980207277713621
graines de lin pays,,0.7,0.7,,0.66125,0.67625,0.4097523466825996,0.6875,0.6980207277713621
graines plates,,0.8,0.7831121739130434,,0.8,0.7831121739130434,0.4097523466825996,0.6875,0.6980207277713621
graines quinique,,1.0194999999999999,1.0222122727272729,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
gran bom,,0.3935,0.3935,,0.3935,0.3935,,0.3935,0.3935
gran fey,,0.4558875,0.4558875,,0.4733985,0.5029717350792882,,0.53125,0.5495792673435416
gran kaymit,,0.6775,0.6775,,0.722875,0.7274646214629631,,0.7689999999999999,0.7471137938687258
gran kokmolye,,0.77,0.77,,0.77,0.77,,0.77,0.77
gran maho,,0.5675064167499999,0.5758218666833332,,0.590611875,0.5845078690277778,,0.5142378955,0.48991986538089016
gran majo,,0.61,0.6266666666666666,,0.670925,0.6529625,,0.5142378955,0.48991986538089016
gran medsinye,,0.17,0.17,,0.33,0.325,,0.48107999999999995,0.5455080724271253
gran monben,,0.35250000000000004,0.36071603209374997,,0.344088,0.34636772182758624,,0.466106,0.4901382243123288
gran sapoti,,0.7275,0.7275,,0.6692499999999999,0.6571703642638889,,0.7689999999999999,0.7471137938687258
grand baume,,0.3935,0.3935,,0.3935,0.3935,,0.3935,0.3935
grand coquemollier,,0.77,0.77,,0.77,0.77,,0.77,0.77
grand mahaut,,0.5675064167499999,0.5758218666833332,,0.590611875,0.5845078690277778,,0.5142378955,0.48991986538089016
grand medecinier,,0.17,0.17,,0.33,0.325,,0.48107999999999995,0.5455080724271253
grand mombin,,0.35250000000000004,0.36071603209374997,,0.344088,0.34636772182758624,,0.466106,0.4901382243123288
grand sapotillier,,0.7275,0.7275,,0.6692499999999999,0.6571703642638889,,0.7689999999999999,0.7471137938687258
grande caimite,,0.6775,0.6775,,0.722875,0.7274646214629631,,0.7689999999999999,0.7471137938687258
grande feuille,,0.4558875,0.4558875,,0.4733985,0.5029717350792882,,0.53125,0.5495792673435416
gras mahaut,,0.61,0.6266666666666666,,0.670925,0.6529625,,0.5142378955,0.48991986538089016
gratgal,,0.8,0.8,,0.885,0.885,0.4097523466825996,0.6875,0.6980207277713621
grati-galle,,1.14,1.14,,0.885,0.885,0.4097523466825996,0.7250000000000001,0.7329453744532487
gratigal,,1.14,1.14,,0.885,0.885,0.4097523466825996,0.7250000000000001,0.7329453744532487
gratte-galle,,0.8,0.8,,0.885,0.885,0.4097523466825996,0.625,0.6337033584225664
gren delen,,0.7,0.7,,0.66125,0.67625,0.4097523466825996,0.6875,0.6980207277713621
grenad,,0.771456,0.771456,,0.771456,0.771456,,,
grenad mawon,,0.7925,0.7925,,0.72834,0.7188335714285714,,0.546165,0.595034025499277
grenade,,0.771456,0.771456,,0.771456,0.771456,,,
grenade marron,,0.7925,0.7925,,0.72834,0.7188335714285714,,0.546165,0.595034025499277
grenadier,,0.771456,0.771456,,0.771456,0.771456,,,
grenadya,,0.771456,0.771456,,0.771456,0.771456,,,
grenaillit,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
grenarde,,0.7925,0.7925,,0.75,0.7309871428571428,,0.6112500000000001,0.6445599785714287
grenayit,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
grenn delen,,0.7,0.7,,0.66125,0.67625,0.4097523466825996,0.6875,0.6980207277713621
grenn delen peyi,,0.7,0.7,,0.66125,0.67625,0.4097523466825996,0.6875,0.6980207277713621
grenn do,,0.395,0.4083333333333333,,0.395,0.4014223684210526,,0.48107999999999995,0.5455080724271253
grenn kanik,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
grenn kinik,,1.0194999999999999,1.0222122727272729,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
grenn kininn,,1.0194999999999999,1.0222122727272729,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
grenn plat,,0.8,0.7831121739130434,,0.8,0.7831121739130434,0.4097523466825996,0.6875,0.6980207277713621
grevilea,,0.48829999999999996,0.4903436147058823,,0.5068976000000001,0.5360141900000001,,0.527045,0.54650192281761
grevilya,,0.48829999999999996,0.4903436147058823,,0.5068976000000001,0.5360141900000001,,0.527045,0.54650192281761
gri-gri,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.64697792625,0.6590742516382115
gri-gri jon,,0.6225,0.6172125,,0.6375,0.6452247225217391,,0.64697792625,0.6590742516382115
grigri,,0.6925,0.6925,,0.6375,0.6452247225217391,,0.64697792625,0.6590742516382115
grigri grigri mon,,0.765,0.8033333333333335,,0.765,0.8033333333333335,,0.64697792625,0.6590742516382115
grigri jon,,0.585,0.585,,0.6375,0.6452247225217391,,0.64697792625,0.6590742516382115
grigri mon,,0.765,0.8033333333333335,,0.765,0.8033333333333335,,0.64697792625,0.6590742516382115
grigri sovaj,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
gris-gris,,0.6575,0.65485625,,0.6375,0.6452247225217391,,0.64697792625,0.6590742516382115
gris-gris des montagnes,,0.765,0.8033333333333335,,0.765,0.8033333333333335,,0.64697792625,0.6590742516382115
gris-gris jaune,,0.60375,0.60110625,,0.6375,0.6452247225217391,,0.64697792625,0.6590742516382115
gros figuier,,0.7525,0.78375,,0.7525,0.78375,,0.63,0.6552249557539684
gros mahaut,,0.61,0.6266666666666666,,0.670925,0.6529625,,0.5142378955,0.48991986538089016
gros mombin,,0.35250000000000004,0.36071603209374997,,0.344088,0.34636772182758624,,0.466106,0.4901382243123288
gros peau,,0.67,0.67,,0.67,0.67,,0.695,0.6640156033920452
gros petites feuilles,,1.0150000000000001,1.0138592452210524,,1.0150000000000001,1.0138592452210524,,0.78,0.8040709736030978
guaiabara,,0.7,0.7,,0.75,0.7581666666666667,,0.69,0.716265975609756
guanabana,,0.36,0.36,,0.5,0.4805487873846154,,0.595,0.5772333305037176
guatapana,,0.9525,0.94529325,,0.8960575,0.9062773318358587,0.4097523466825996,0.6875,0.6980207277713621
gue gue,,0.765,0.8033333333333335,,0.765,0.8033333333333335,,0.64697792625,0.6590742516382115
gue-gue,,0.765,0.8033333333333335,,0.765,0.8033333333333335,,0.64697792625,0.6590742516382115
guenepier marron,,0.73,0.73,,0.73,0.73,,0.695,0.6640156033920452
guepenier marron,,0.73,0.73,,0.73,0.73,,0.695,0.6640156033920452
gwanegoul,,0.5125,0.5125,,0.5525,0.5731017245700935,0.4097523466825996,0.6875,0.6980207277713621
gwanel,,0.45933824999999995,0.4628906666666667,,0.45933824999999995,0.4628906666666667,,0.45933824999999995,0.4628906666666667
gwann,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
gwatapana,,0.9525,0.94529325,,0.8960575,0.9062773318358587,0.4097523466825996,0.6875,0.6980207277713621
gwayabara,,0.7,0.7,,0.75,0.7581666666666667,,0.69,0.716265975609756
gwayav,,0.7071325,0.72589025,,0.795,0.8050055454545455,,0.78,0.8040709736030978
gwenn,,0.54,0.5567344712,,0.54,0.5567344712,,0.54,0.5567344712
gwo,,0.61,0.6266666666666666,,0.670925,0.6529625,,0.5142378955,0.48991986538089016
gwo figye,,0.7525,0.78375,,0.7525,0.78375,,0.63,0.6552249557539684
gwo maho,,0.61,0.6266666666666666,,0.670925,0.6529625,,0.5142378955,0.48991986538089016
gwo monben,,0.35250000000000004,0.36071603209374997,,0.344088,0.34636772182758624,,0.466106,0.4901382243123288
gwo po,,0.67,0.67,,0.67,0.67,,,
gwo ti fey,,1.0150000000000001,1.0138592452210524,,1.0150000000000001,1.0138592452210524,,0.78,0.8040709736030978
haitier,,0.571215,0.5834368875889329,,0.571215,0.5834368875889329,,0.571215,0.5834368875889329
henne,,0.56623325,0.567312148809524,,0.56623325,0.567312148809524,,0.56623325,0.567312148809524
herbe a clous,,0.8025,0.794784788611111,,0.8025,0.794784788611111,0.4097523466825996,0.6875,0.6980207277713621
herbe a dartres,,0.649545,0.6607672727272726,,0.649545,0.6607672727272726,,,
herbe de st. nicolas,,0.46599999999999997,0.46599999999999997,,0.7575000000000001,0.7867500000000001,,0.61,0.6321763141073171
hevea ,,0.475,0.4633125,,0.475,0.48206217120454553,,0.48107999999999995,0.5455080724271253
hibiscus afeuilles rouges,,0.51029875,0.5160532380555556,,0.51029875,0.5160532380555556,,0.5142378955,0.48991986538089016
hikaku,,0.795,0.7766666666666667,,0.7975000000000001,0.7878515452500001,,0.79592482,0.7903507398630135
hippomane,,0.5,0.5,,0.5,0.5,,0.48107999999999995,0.5455080724271253
hobaba,,0.7851487500000001,0.767323963,,0.7851487500000001,0.767323963,0.4097523466825996,0.6875,0.6980207277713621
hobada,,0.7851487500000001,0.767323963,,0.7851487500000001,0.767323963,0.4097523466825996,0.6875,0.6980207277713621
homme de paille,,0.7912,0.7912,,0.7912,0.7912,,0.54,0.5567344712
houx,,0.65,0.6642276171874999,,0.65,0.6642276171874999,,0.65,0.6642276171874999
huile mascristi,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253
huile ricin,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253,,0.48107999999999995,0.5455080724271253
hyppomane,,0.5,0.5,,0.5,0.5,,0.48107999999999995,0.5455080724271253
icaque,,0.795,0.7766666666666667,,0.7975000000000001,0.7878515452500001,,0.79592482,0.7903507398630135
icaquier,,0.795,0.7766666666666667,,0.7975000000000001,0.7878515452500001,,0.79592482,0.7903507398630135
ikak,,0.795,0.7766666666666667,,0.7975000000000001,0.7878515452500001,,0.79592482,0.7903507398630135
ilan ilan,,0.41571875,0.42056249999999995,,0.400396875,0.40666344109195396,,0.5549999999999999,0.5464378790199748
ilang-ilang,,0.41571875,0.42056249999999995,,0.400396875,0.40666344109195396,,0.5549999999999999,0.5464378790199748
immortel etranger,,0.271235,0.35061749999999997,,0.271235,0.35061749999999997,,0.61,0.6321763141073171
immortelle,,0.44245625,0.44685312499999996,,0.28200000000000003,0.2937748082666667,0.4097523466825996,0.6875,0.6980207277713621
indigotier,,0.6,0.6,,0.6,0.6,,0.6112500000000001,0.6445599785714287
jacaranda,,0.49,0.49,,0.395,0.4132915493928571,,0.61,0.6321763141073171
jacaranda ,,0.49,0.49,,0.395,0.4132915493928571,,0.61,0.6321763141073171
jakaranda,,0.49,0.49,,0.395,0.4132915493928571,,0.61,0.6321763141073171
jakiye,,0.41100000000000003,0.41337575,,0.4125,0.40940028571428577,,0.46725,0.4806630887701465
jambe de paille,,0.7912,0.7912,,0.7912,0.7912,,0.54,0.5567344712
jambet,,0.561,0.561,,0.561,0.561,,0.6112500000000001,0.6445599785714287
jamboisie,,0.7,0.7,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
jambol,,0.7,0.7,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
jambul,,0.7,0.7,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
jambwazi,,0.7,0.7,,0.6664175,0.6745214949509806,,0.78,0.8040709736030978
jaquier,,0.487,0.49175149999999995,,0.4125,0.40940028571428577,,0.46725,0.4806630887701465
jasmin de nuit,,0.494,0.49806893333333335,,0.494,0.49806893333333335,,0.494,0.49806893333333335
jaune d'oeuf,,0.6692499999999999,0.6571703642638889,,0.6692499999999999,0.6571703642638889,,0.7689999999999999,0.7471137938687258
jazmen nwi,,0.494,0.49806893333333335,,0.494,0.49806893333333335,,0.494,0.49806893333333335
jelgal,,1.14,1.14,,0.885,0.885,0.4097523466825996,0.6875,0.6980207277713621
jeniev,,0.6692499999999999,0.6571703642638889,,0.6692499999999999,0.6571703642638889,,0.7689999999999999,0.7471137938687258
jeson,,0.5142378955,0.48991986538089016,,0.5142378955,0.48991986538089016,,0.5142378955,0.48991986538089016
jeucon,,0.5142378955,0.48991986538089016,,0.5142378955,0.48991986538089016,,0.5142378955,0.48991986538089016
jijiri marron,,0.7925,0.7925,,0.75,0.7309871428571428,,0.6112500000000001,0.6445599785714287
jijiri mawon,,0.7925,0.7925,,0.75,0.7309871428571428,,0.6112500000000001,0.6445599785714287
jimel,,0.6943999999999999,0.8084724999999998,,0.6943999999999999,0.8084724999999998,0.4097523466825996,0.6875,0.6980207277713621
jinpa,,0.5900000000000001,0.5900000000000001,,0.62109,0.6221650000000001,,0.72875,0.7256272089895286
jirof,,0.9,0.9,,0.915,0.9137500000000001,,0.78,0.8040709736030978
jon def,,0.7275,0.7275,,0.6692499999999999,0.6571703642638889,,0.7689999999999999,0.7471137938687258
joujoube,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
jujube,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
jujubier,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
jujubier commun,,0.5833275,0.6184850000000001,,0.8500000000000001,0.8372829411764706,,0.7625000000000001,0.7678700211351353
jumelle,,0.6943999999999999,0.8084724999999998,,0.6943999999999999,0.8084724999999998,0.4097523466825996,0.6875,0.6980207277713621
kachiman,,0.45,0.45,,0.5,0.4805487873846154,,0.595,0.5772333305037176
kachiman kanel,,0.633696,0.6178986666666667,,0.5,0.4805487873846154,,0.595,0.5772333305037176
kachiman ke bef,,0.55,0.55,,0.5,0.4805487873846154,,0.595,0.5772333305037176
kachiman mawon,,0.56256,0.56256,,0.53128,0.5215543936923077,,0.6725,0.6586166652518588
kachiman sovaj,,0.56256,0.56256,,0.56256,0.56256,,0.75,0.7399999999999999
kachiman zombi,,0.5,0.4805487873846154,,0.5,0.4805487873846154,,0.595,0.5772333305037176
kafe,,0.61992,0.61992,,0.632835,0.632835,,0.72875,0.7256272089895286
kafe jon,,0.53,0.5133218846153845,,0.53,0.5133218846153845,,,
kafe mawon,,0.735,0.735,,0.73,0.73,,0.6112500000000001,0.6445599785714287
kafe sovaj,,0.75,0.7309871428571428,,0.75,0.7309871428571428,,0.6112500000000001,0.6445599785714287
kaje jon,,0.53,0.5133218846153845,,0.53,0.5133218846153845,,0.695,0.6640156033920452
kajou,,0.548875,0.5519903333333332,,0.513125,0.5129892588000001,,0.5036780000000001,0.5202595643034369
kajou etranje,,0.53,0.5297727272727273,,0.57625,0.5767500000000001,,0.54125,0.5503809042945451
kajou femel,,0.45499999999999996,0.4659228571428571,,0.4525,0.461782064516129,,0.54125,0.5503809042945451
kajou peyi,,0.6575,0.6575,,0.57625,0.5767500000000001,,0.54125,0.5503809042945451
kajou planch,,0.45499999999999996,0.4659228571428571,,0.4525,0.461782064516129,,0.54125,0.5503809042945451
kajou sovaj,,0.7050000000000001,0.7050000000000001,,0.7275,0.707446590909091,,0.70375,0.6829172864166668
kajou venezwela,,0.53,0.5297727272727273,,0.57625,0.5767500000000001,,0.54125,0.5503809042945451
kaka chen,,0.75,0.7580427083333333,,0.75,0.7580427083333333,,0.74055,0.7209919791666667
kaka chenn,,0.825,0.825,,0.75,0.7580427083333333,,0.74055,0.7209919791666667
kaka poul,,0.62,0.6227679243076923,,0.62,0.6227679243076923,,0.7125,0.7066055048099998
kakach,,0.75,0.7580427083333333,,0.75,0.7580427083333333,,0.74055,0.7209919791666667
kakad,,0.825,0.825,,0.75,0.7580427083333333,,0.74055,0.7209919791666667
kakawo,,0.47,0.5297142857142857,,0.47,0.5297142857142857,,0.5142378955,0.48991986538089016
kakon mawon,,0.8,0.7831121739130434,,0.8,0.7831121739130434,0.4097523466825996,0.6875,0.6980207277713621
kal nwa,,0.815,0.815,,0.7725,0.779145,,0.72875,0.7256272089895286
kalbas,,0.641957375,0.641957375,,0.675,0.65463825,,0.61,0.6321763141073171
kalbas mawon,,0.675,0.65463825,,0.675,0.65463825,,0.61,0.6321763141073171
kalbas zombi,,0.61,0.6321763141073171,,0.61,0.6321763141073171,,0.61,0.6321763141073171
kaliandra,,0.58,0.58,,0.85,0.8160000000000001,0.4097523466825996,0.6875,0.6980207277713621
kaliptis,,0.7426243335,0.7284846970000001,,0.78078,0.7692694707967387,,0.78,0.8040709736030978
kalmouk,,0.74,0.74,,0.74,0.74,,0.69566683325,0.7006143557761193
kamf,,0.460635,0.4874029999999999,,0.4845256665,0.4827179655952381,,0.53125,0.5495792673435416
kamil,,0.95,0.95,,0.95,0.95,,0.8193999999999999,0.8431333333333333
kampech,,0.8587499999999999,0.84975,,0.8624999999999999,0.8517857142857143,0.4097523466825996,0.6875,0.6980207277713621
kampech mawon,,1.015,1.015,,0.6,0.6680866666666665,0.4097523466825996,0.6875,0.6980207277713621
kandelab,,0.46608,0.47053999999999996,,0.46608,0.47053999999999996,,0.48107999999999995,0.5455080724271253
kandelon,,0.91,0.91,,0.7851487500000001,0.767323963,0.4097523466825996,0.6875,0.6980207277713621
kanel,,0.723829,0.723829,,0.4845256665,0.5029717350792882,,0.53125,0.5495792673435416
kanel abey,,0.6000000000000001,0.5829805,,0.6000000000000001,0.5829805,,0.6000000000000001,0.5829805
kanel dous,,0.6000000000000001,0.5829805,,0.6000000000000001,0.5829805,,0.6000000000000001,0.5829805
kanel mawon,,0.4733985,0.5029717350792882,,0.4733985,0.5029717350792882,,0.53125,0.5495792673435416
kanel miyel,,0.6000000000000001,0.5829805,,0.6000000000000001,0.5829805,,0.6000000000000001,0.5829805
kanel pwavre,,0.95,0.95,,0.95,0.95,,0.8193999999999999,0.8431333333333333
kanik,,0.7548,0.7561500000000001,,1.0194999999999999,1.0222122727272729,0.4097523466825996,0.6875,0.6980207277713621
kanil,,0.95,0.95,,0.95,0.95,,0.8193999999999999,0.8431333333333333
kapab,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.733125,0.725393653775901
kapab gran fey,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
kapab ti fey,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
kapitenn,,,,,,,,,
kapris,,0.75,0.75,,0.523102673,0.5247747164000001,,0.571215,0.5834368875889329
karakole,,0.6692499999999999,0.6571703642638889,,0.6692499999999999,0.6571703642638889,,0.7689999999999999,0.7471137938687258
karakte dezom,,0.6943999999999999,0.8084724999999998,,0.6943999999999999,0.8084724999999998,0.4097523466825996,0.6875,0.6980207277713621
karambola,,0.572565,0.5767209999999999,,0.565,0.5479506249999999,,0.5712824999999999,0.5603605
karambouba,,0.8325,0.8325,,0.7851487500000001,0.767323963,0.4097523466825996,0.6875,0.6980207277713621
kas,,0.6,0.6158933333333333,,0.8049999999999999,0.8194038448275862,0.4097523466825996,0.6875,0.6980207277713621
kas  panyol,,0.8049999999999999,0.8194038448275862,,0.8049999999999999,0.8194038448275862,0.4097523466825996,0.6875,0.6980207277713621
kas baton,,0.755,0.755,,0.649545,0.6607672727272726,0.4097523466825996,0.6875,0.6980207277713621
kas dou,,0.82506575,0.8490998333333333,,0.8049999999999999,0.8194038448275862,0.4097523466825996,0.6875,0.6980207277713621
kas mawon,,0.649545,0.6607672727272726,,0.649545,0.6607672727272726,0.4097523466825996,0.6875,0.6980207277713621
