all_names,sd_sp,med_sp,mean_sp,sd_gn,med_gn,mean_gn,sd_fm,med_fm,mean_fm
bwa meriz,,0.75,0.75,,0.64,0.6444298548,,0.46725,0.4806630887701465
bwa milat,,0.6475,0.6475,,0.6505,0.6333333333333333,,0.78,0.8040709736030978
bwa milet,,0.73,0.73,,0.73,0.73,,0.695,0.6640156033920452
bwa mit,,1.0150000000000001,1.0138592452210524,,1.0150000000000001,1.0138592452210524,,0.78,0.8040709736030978
bwa motel,,0.305,0.305,,0.28200000000000003,0.2937748082666667,0.4097523466825996,0.6875,0.6980207277713621
bwa motel vre,,0.28,0.28,,0.28200000000000003,0.2937748082666667,0.4097523466825996,0.6875,0.6980207277713621
bwa moutad,,0.825,0.825,,0.75,0.7580427083333333,,0.74055,0.7209919791666667
bwa nago,,0.5741061875,0.56695483496875,,0.6975,0.6706337565,0.4097523466825996,0.61,0.6321763141073171
bwa nanno,,0.545,0.545,,0.585,0.5902798425925926,0.4097523466825996,0.6875,0.6980207277713621
bwa nannon,,0.545,0.545,,0.585,0.5902798425925926,0.4097523466825996,0.6875,0.6980207277713621
bwa nef,,0.535,0.535,,0.5670199705000001,0.5651223884375001,,0.46725,0.4806630887701465
bwa nef ramo,,0.535,0.535,,0.5670199705000001,0.5651223884375001,,0.46725,0.4806630887701465
bwa neg,,0.53,0.5133218846153845,,0.53,0.5133218846153845,,0.695,0.6640156033920452
bwa neges,,0.5675,0.5699393065833334,,0.435,0.4398786131666667,,0.59125,0.5909999038518519
bwa nwa,,0.5583169255,0.5761875585,,0.554540040125,0.5650319474289861,0.4097523466825996,0.57875,0.5733096597887442
bwa nwayo,,0.3935,0.3935,,0.3935,0.3935,,0.3935,0.3935
bwa pal,,0.5841061875,0.57695483496875,,0.7525,0.78375,0.4097523466825996,0.63,0.6552249557539684
bwa palmis,,0.6375,0.6432450000000001,,0.729,0.7199146913703706,0.4097523466825996,0.6875,0.6980207277713621
bwa panyol,,0.79,0.79,,0.79,0.79,,0.466106,0.4901382243123288
bwa patat,,0.7725,0.779145,,0.7725,0.779145,,0.72875,0.7256272089895286
bwa pen,,0.6699999999999999,0.6699999999999999,,0.51671225,0.5209396914893617,,0.5075,0.5113422675213676
bwa penn,,0.605,0.581235,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
bwa petro,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
bwa pijon,,0.7125,0.7066055048099998,,0.7125,0.7066055048099998,,0.7125,0.7066055048099998
bwa pine,,0.76,0.76,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
bwa pine blan,,0.605,0.581235,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
bwa pini,,0.68017223725,0.6541455593210783,,0.68017223725,0.6541455593210783,,0.69566683325,0.7006143557761193
bwa pit,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
bwa ple,,0.6925,0.6925,,0.7425052495,0.7439239793076924,,0.7625000000000001,0.7678700211351353
bwa plom,,0.6735,0.6735,,0.7264999999999999,0.7209121795,,0.673,0.6752130740777778
bwa popit,,0.5509999999999999,0.5564973219886364,,0.5509999999999999,0.5564973219886364,,0.5625,0.5693859890737707
bwa poulet,,0.6950000000000001,0.6950000000000001,,0.6950000000000001,0.6950000000000001,,0.63125,0.643271923076923
bwa poupe,,0.5509999999999999,0.5564973219886364,,0.5509999999999999,0.5564973219886364,,0.5625,0.5693859890737707
bwa pwason,,0.38,0.39835402790833335,,0.38,0.39835402790833335,,0.38,0.39835402790833335
bwa pwav,,0.94,0.94,,0.94,0.94,,,
bwa pwiant,,0.825,0.825,,0.75,0.7580427083333333,,0.74055,0.7209919791666667
bwa rai,,0.6,0.5938206025423727,,0.6,0.5938206025423727,,0.5786625,0.5969918575760871
bwa raid,,0.7,0.7,,0.7,0.698591279786458,,0.7,0.6989241831743587
bwa rav,,0.75,0.7580427083333333,,0.75,0.7580427083333333,,,
bwa rogou,,0.711,0.7557499999999999,,0.711,0.7557499999999999,,0.78,0.8040709736030978
bwa sadinn,,0.68,0.6565774545454546,,0.68,0.6565774545454546,,0.5543750000000001,0.561990618448931
bwa saginn,,0.855,0.855,,0.70523,0.7047688125,,0.667275,0.6811489400476192
bwa santi,,0.6950000000000001,0.6950000000000001,,0.6950000000000001,0.6950000000000001,0.4097523466825996,0.63125,0.643271923076923
bwa sasiye bata,,0.435,0.4398786131666667,,0.435,0.4398786131666667,,0.4325,0.44199980770370373
bwa sasiye mawon,,0.435,0.4398786131666667,,0.435,0.4398786131666667,,0.4325,0.44199980770370373
bwa satanye,,0.4825,0.4825,,0.5275000000000001,0.5056782500000001,,0.695,0.6640156033920452
bwa satsi,,0.9025,0.9058333333333333,,0.69625,0.68281687825,0.4097523466825996,0.659375,0.6706463254241426
bwa savann,,0.6735,0.6735,,0.5525,0.5731017245700935,0.4097523466825996,0.673,0.6752130740777778
bwa savon,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
bwa savonet peyi,,0.7548,0.7561500000000001,,0.751288,0.7677272727272728,,0.695,0.6640156033920452
bwa sek,,0.55552,0.565104,,0.535,0.5426873290846153,,0.54125,0.5503809042945451
bwa sen,,1.095,1.095,,1.0975000000000001,1.1089285714285715,,1.0525,1.023232953236842
bwa senegal,,0.75,0.7580427083333333,,0.75,0.7580427083333333,,,
bwa sezisman,,0.59490291775,0.597507511,,0.59490291775,0.597507511,,0.571215,0.5834368875889329
bwa sip,,0.9025,0.9058333333333333,,0.794375,0.7783167949166666,,0.6895,0.6896450539880215
bwa siwo,,0.3935,0.3935,,0.3935,0.3935,,0.3935,0.3935
bwa soumi,,0.56054,0.5700830769230769,,0.5509999999999999,0.5564973219886364,,0.5625,0.5693859890737707
bwa swa,,0.32499999999999996,0.32975,,0.333191,0.33398823425,,0.6187812500000001,0.6356225210452899
bwa swa mawon,,0.3,0.3,,0.3,0.3,,0.6589,0.6742531845144929
bwa tamis wouj,,0.44,0.4425,,0.47250000000000003,0.5096368458709677,0.4097523466825996,0.6875,0.6980207277713621
bwa tanis wouj,,0.44,0.4425,,0.47250000000000003,0.5096368458709677,0.4097523466825996,0.6875,0.6980207277713621
