sp_creole,dbh_cm,ht_m,plot_fname,date,plot_id,plot_loc,data_scribe,plot_no,plot_shp,plot_area,lon,lat,meanWD,sdWD
satanye,11.6,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.615339125,
sikren,6.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.6098764698974359,
sikren,12.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.6098764698974359,
satanye,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.615339125,
satanye,9.2,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.615339125,
satanye,16.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.615339125,
satanye,10.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.615339125,
bwa pini,5.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.6541455593210783,
bwa pini,16.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.6541455593210783,
casse,12.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.8194038448275862,
casse,6.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.8194038448275862,
casse,15.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.8194038448275862,
casse,11.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.8194038448275862,
damari,5.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.5178173127468355,
casse,6.4,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.8194038448275862,
rabi,8.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.34906134615625,
rabi,6.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.34906134615625,
satanye,7.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.615339125,
rabi,9.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.34906134615625,
bwa pini,7.8,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.6541455593210783,
palmis,19.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.5426873290846153,
kaymit,38.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.7274646214629631,
palmis,33.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.5426873290846153,
bwa pini,7.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.6541455593210783,
bwa poupe,12.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.5564973219886364,
palmis,28.0,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.5426873290846153,
palmis,31.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.5426873290846153,
satanye,13.5,,FormularioDAPRatnovi.xlsx,2019-11-07 00:00:00,Ratnovi,,Jose Luis Caballero,33,Rantnovi.shp,0.31140300000000004,-72.12982079171644,19.13781955894581,0.615339125,
